RL100-Code;RL100-Langname;RL100-Kurzname;Typ Lang;Betriebszustand;PLC;Datum ab;Datum bis;Niederlassung
LLTW;Leipzig-Thekla Westkopf;Lpz-Thekla West;Abzw;a.B.;DE16277;20210612;;4
LLU;Leuna;Leuna;Bf;a.B.;DE16324;20200401;;4
LLU A;Leuna Lw;Leuna Lw;Abzw;a.B.;DE16325;20030101;;4
LLUC;Luckenau;Luckenau;Hp;Betrieb;DE16508;20081214;;4
LLUD;Staßfurt Ludwig;Ludwig;Awanst;Betrieb;DE19923;20201001;;4
LLUE;Lübars (Kr Burg);Lübars (Kr Burg);vp-Hp;a.B.;DE16550;20160109;;4
LLUG;Lüptitz DB-Grenze;Lüptitz DB-Gr;Gp;Betrieb;DE16608;20200401;;4
LLUP;Lüptitz;Lüptitz;vp-Bf;Betrieb;DE16607;20200401;;4
LLVD;Leipzig Völkerschlachtdenkmal;L Völkerschlacht;Bft;Betrieb;DE16240;20200401;;4
LLW;Leipzig-Wahren;Leipzig-Wahren;Bf;Betrieb;DE16279;20200401;;4
LLW L;Leipzig-Wahren Westkopf;Lpz-Wahren West;Bft;Betrieb;DE16281;20081214;;4
LLW R;Leipzig-Wahren Rathaus;Leipz-Wahren RH;Bush;Betrieb;;20040117;;0
LLW U;Leipzig-Wahren Ubf;Le-Wahren Ubf;Bft;Betrieb;DE16280;20081214;;4
LLW V;Leipzig Wahrener Viadukt;Wahrener Viadukt;Bft;Betrieb;DE16241;20081214;;4
LLWD;Langenweddingen;Langenweddingen;Hp;Betrieb;DE16076;20081214;;4
LLWN;Leuna Werke Nord;Leuna Werke Nord;Bf;Betrieb;DE16327;20200401;;4
LLWP;Leipzig Wilhelm-Leuschner-Platz;W-Leuschner-Pl;Bft;Betrieb;DE16242;20200401;;4
LLWPR;Leipzig Roßplatz;Leipzig Roßplatz;Bush;Betrieb;;20200220;;0
LLWS;Leuna Werke Süd;Leuna Werke Süd;Hp;Betrieb;DE16328;20200401;;4
LLWX;Leipzig-Wahren                      (UZ);L-Wahren      UZ;BZ;Betrieb;DE24764;20200401;;4
LLWZ;Leipzig-Liebertwolkwitz;L-Liebertwolkwit;Bf;Betrieb;DE16256;20081214;;4
LLZ;Lützen;Lützen;Bf;a.B.;DE16615;20200401;;4
LLZG;Letzlingen;Letzlingen;Bf;a.B.;DE16317;20200401;;4
LM;Magdeburg Hbf;Magdeburg Hbf;Bf;Betrieb;DE16643;20200401;;4
LM  B;Magdeburg Busbf;Magdeburg Busbf;Bush;Betrieb;;19990101;;0
LM  S;Magdeburg Südseite;Mg Südseite;Bft;Betrieb;DE16648;20081214;;4
LMA;Markkleeberg;Markkleeberg;Hp;Betrieb;DE16809;20200401;;4
LMAC;Machern (Sachs);Machern (Sachs);Hp;Betrieb;DE16640;20200401;;4
LMAE;Mägdesprung;Mägdesprung;NE-Bf;Betrieb;;20081214;;0
LMAG;Markkleeberg-Großstädteln;Markkleebg-Grst;Hp;Betrieb;DE16813;20200401;;4
LMAL;Malge;Malge;Abzw;a.B.;DE16726;20200401;;4
LMAM;Markkleeberg Mitte;Markkleebg Mitte;Bft;Betrieb;DE16810;20200401;;4
LMAN;Markkleeberg Nord;Markkleeberg N;Hp;Betrieb;DE16811;20201001;;4
LMAR;Marke;Marke;Hp Awanst;Betrieb;DE16801;20200401;;4
LMAS;Mansfeld (Südharz);Mansfeld (Südh);vp-Hp;Betrieb;DE16775;20160701;;4
LMAU;Machern Üst;Machern Üst;Üst;Betrieb;DE16641;20200401;;4
LMAW;Markkleeberg West;Markkleebg West;Bf;Betrieb;DE16812;20200401;;4
LMB;Magdeburg-Buckau;Magdeburg-Buckau;Bf;Betrieb;DE16650;20200401;;4
LMB B;Magdeburg-Buckau Betriebsbahnhof;Mg-Buckau Bbf;Bft;Betrieb;DE16651;20081214;;4
LMB F;Magdeburg-Fermersleben;Mg-Fermersleben;Bft;Betrieb;DE16656;20130905;;4
LMB O;Magdeburg-Buckau Rbf (RO-Seite);Mg-Buckau Ro;Bft;Betrieb;DE16652;20080101;;4
LMB R;Magdeburg-Buckau Reisezugwagenwerk;Mg-Buckau Rww;Bft;Betrieb;DE16653;20080101;;4
LMBF;Magdeburg-Brückfeld;Mg-Brückfeld;Bf;a.B.;DE16649;20200401;;4
LMBN;Marienborn;Marienborn;Bf;Betrieb;DE16792;20200401;;4
LMBS;Magdeburg Breitscheidstraße;Mg Breitscheid;Üst;Planung;DE21605;20200401;;4
LMBU;Leipzig-Marienbrunn;Marienbrunn;Bft;a.B.;DE16260;20200401;;4
LMBX;Magdeburg-Buckau ESTW Anpassung 6404;Mg-Buckau A6404;BZ;Planung;DE24757;20200401;;4
LMCH;Mücheln (Geiseltal);Mücheln(Geiselt);Bf;Betrieb;DE17154;20081214;;4
LMCZ;Mücheln-Stadt;Mücheln-Stadt;Hp;Betrieb;DE17155;20130109;;4
LMD;Muldenstein;Muldenstein;Bf;Betrieb;DE17363;20200401;;4
LMDF;Meisdorf;Meisdorf;Hp;a.B.;DE16935;20201001;;4
LMDR;Leipzig MDR;Leipzig MDR;Bft;Betrieb;DE16218;20200401;;4
LMDRB;Leipzig MDR (Bus);Leipzig MDR Bus;Bush;;;20210519;;0
LMDRE;Leipzig K-Eisner-/A-Hoffmann-Straße;Lpz K-Eisn/A-Hof;Bush;Betrieb;;20200204;;0
LMDRN;Leipzig Deutsche Nationalbibliothek;Lpz Nationalbibo;Bush;Betrieb;;20200220;;0
LME;Meitzendorf;Meitzendorf;Hp;Betrieb;DE16943;20130827;;4
LMED;Mehderitzsch;Mehderitzsch;Bf;a.B.;DE16918;20200401;;4
LMEH;Merseburg Elisabethhöhe;Merseburg-Elis;Bf;Betrieb;DE16995;20200401;;4
LMEI;Meinsdorf;Meinsdorf;Hp;Betrieb;DE16934;20200401;;4
LMEL;Magdeburg Elbbf;Mg Elbbf;Bf;a.B.;DE16642;20200401;;4
LMEN;Meuchen;Meuchen;Hp;a.B.;DE17022;20200401;;4
LMEU;Magdeburg-Eichenweiler Üst;Mg-Eichenw Üst;Üst;Betrieb;DE16655;20200401;;4
LMF;Meßdorf;Meßdorf;Hp;Betrieb;DE17013;20200401;;4
LMF A;Meßdorf, Abzw zum Bf;Meßdorf Abzw Bf;Bush;Betrieb;;19990101;;0
LMG;Merseburg Hauptbahnhof;Merseburg Hbf;Bf;Betrieb;DE16993;20200401;;4
LMG G;Merseburg Gbf;Merseburg Gbf;Bft;Betrieb;DE16996;20081214;;4
LMGA;Nahrstedt;Nahrstedt;Abzw;Betrieb;DE17388;20200401;;4
LMGB;Merseburg Bergmannsring;Merseburg Bergm;Hp;Betrieb;DE16994;20081214;;4
LMGE;Magdeburg-Eichenweiler;Mg-Eichenweiler;Hp;Betrieb;DE16654;20200401;;4
LMGH;Magdeburg-Hasselbachplatz;Mg-Hasselbachpl;Bft;Betrieb;DE16657;20200401;;4
LMGI;Mögelin;Mögelin;Hp;Betrieb;DE17090;20200401;;4
LMGN;Möringen (Altm);Möringen (Altm);Hp;Betrieb;DE17130;20200401;;4
LMGNA;Möringen Abzw;Möringen Abzw;Abzw;Planung;DE25211;20210601;;4
LMGS;Merseburg Süd;Merseburg Süd;Bf;ehemals;DE16997;20041212;;4
LMHR;Magdeburg-Herrenkrug;Mg-Herrenkrug;Hp;Betrieb;DE16658;20200401;;4
LMI;Miltern;Miltern;Hp;Betrieb;DE17049;20081214;;4
LMIA;Leipzig Miltitzer Allee;Miltitzer Allee;Bf;Betrieb;DE16223;20200401;;4
LMIL;Milzau;Milzau;vp-Hp;Betrieb;DE17052;20180301;;4
LMIN;Michaelstein;Michaelstein;vp-Bf;Betrieb;DE17029;20201001;;4
LMIZ;Leipzig-Miltitz;Lpz-Miltitz;Hp;Betrieb;DE16261;20200401;;4
LMKS;Markranstädt;Markranstädt;Bf;Betrieb;DE16814;20200401;;4
LMLK;Leipzig-Mölkau;Leipzig-Mölkau;Hp;Betrieb;DE16266;20081214;;4
LMLT;Mühlental;Mühlental;vp-Hp;a.B.;DE17176;20201001;;4
LMN;Magdeburg-Neustadt;Mg-Neustadt;Bf;Betrieb;DE16659;20200401;;4
LMN N;Magdeburg Nachtweide;Magdeb Nachtweid;Bush;;;20210115;;0
LMN O;Magdeburg Opernhaus;Magdeb Opernhaus;Bush;;;20210115;;0
LMN S;Magdeburg Stendaler Straße;Magdeb Stend Str;Bush;;;20210115;;0
LMO;Molbitz;Molbitz;vp-Hp;a.B.;DE17101;20090424;;4
LMOA;Moschwig;Moschwig;Awanst;a.B.;DE17143;20200401;;4
LMOE;Möckern (b Magdeburg);Möckern (b Mg);vp-Hp;a.B.;DE17083;20160109;;4
LMOF;Etzin Mosolf;Mosolf;Anst;Betrieb;DE13104;20201001;;1
LMOG;Etzin Mosolf DB-Grenze;Mosolf DB-Gr;Gp;Betrieb;DE13105;20201001;;1
LMOL;Züllsdorf Mollgraben;Mollgraben;Awanst Bk;a.B.;DE21529;20200401;;4
LMOS;Möser;Möser;Bf;Betrieb;DE17147;20200401;;4
LMOW;Möthlow, Bushaltestelle;Möthlow, Bush.;Bush;Betrieb;;19990101;;0
LMOZ;Mörtitz;Mörtitz;vp-Hp;a.B.;DE17136;20090403;;4
LMQ;Magdeburg Bedienstandort;Magdeburg BSO;BSO;Planung;;20200401;;4
LMR;Magdeburg-Rothensee;Mg-Rothensee;Bf;Betrieb;DE16660;20200401;;4
LMR F;Magdeburg-Rothensee Bez Rmf (A-Gruppe);Mg-Rothensee Rmf;Bft;Betrieb;DE16661;20081214;;4
LMRH;Magdeburg-Rothensee Hp;Mg-Rothensee Hp;Hp;Betrieb;DE16662;20200401;;4
LMRN;Mockrehna;Mockrehna;Bf;Betrieb;DE17086;20200401;;4
LMS;Magdeburg-Sudenburg;Mg-Sudenburg;Bft;Betrieb;DE16664;20200401;;4
LMSA;Magdeburg-Salbke;Magdeburg-Salbke;Hp;Betrieb;DE16663;20200401;;4
LMSC;Magdeburg-Sudenburg Umschlagbf;Mg-Sudenburg Ubf;Bft;Betrieb;DE16666;20200401;;4
LMSN;Minsleben;Minsleben;Hp;a.B.;DE17060;20201001;;4
LMSO;Magdeburg Südost;Magdeburg Südost;Bf;Betrieb;DE16646;20200401;;4
LMST;Mieste;Mieste;Bf;Betrieb;DE17038;20200401;;4
LMSW;Meuselwitz;Meuselwitz;Bf;a.B.;DE17027;20130611;;4
LMSZ;Meuselwitz Anst;Meuselwitz Anst;Anst;Betrieb;DE17028;20091213;;4
LMT;Miesterhorst;Miesterhorst;Bf;Betrieb;DE17039;20200401;;4
LMTW;Magdeburg SKET Industriepark;Mg SKET Ind-park;Bft;Betrieb;DE16645;20200401;;4
LMU;Mechau;Mechau;vp-Hp;a.B.;DE16889;20160209;;4
LMUA;Mühlanger;Mühlanger;Hp;Betrieb;DE17165;20200401;;4
LMUB;Mühlberg (Elbe);Mühlberg (Elbe);Bf;a.B.;DE17169;20200401;;4
LMUE;Ketzin Mülldeponie;Mülldeponie;NE-Anst;Betrieb;;20130904;;0
LMUG;Mühlberg (Elbe) Getreidewirtschaft;Mühlbg Getreidew;Anst;Betrieb;DE17170;20200401;;4
LMUK;Mühlberg (Elbe) Kieswerk;Mühlbg Kieswerk;Anst;Betrieb;DE17171;20200401;;4
LMUL;Mulmke;Mulmke;Abzw;a.B.;DE17364;20201001;;4
LMW;Mahlwinkel;Mahlwinkel;Hp;Betrieb;DE16670;20200401;;4
LN;Neundorf (Anh);Neundorf (Anh);Hp;Betrieb;DE17579;20201001;;4
LNA;Narsdorf;Narsdorf;Hp Üst;Betrieb;DE17394;20081214;;4
LNAB;Narsdorf Bogendreieck;Narsdorf Bogendr;Abzw;a.B.;DE17395;20201001;;4
LNAU;Nauendorf (Saalkr);Nauendorf;Hp Awanst;Betrieb;DE17406;20081214;;4
LNB;Nienburg (Saale);Nienburg (Saale);Hp;Betrieb;DE17773;20201001;;4
LNBG;Nienburg (Saale) Getreidewirtschaft;Nienburg/S Getr.;Anst;a.B.;DE17774;20201001;;4
LND;Neiden;Neiden;vp-Hp;Betrieb;DE17446;20090402;;4
LNDB;Neuderben;Neuderben;Hp;a.B.;DE17497;20200401;;4
LNDD;Nudersdorf Gießereisandwerk;Nudersdorf;NE-Bft;Betrieb;;20130904;;0
LNDG;Nemsdorf-Göhrendorf;Nemsdf-Göhrendf;Hp;Betrieb;DE17453;20081214;;4
LNDGV;Nemsdorf-Göhrendorf Verwaltung;Nemsdf-Gödf Verw;Bush;Betrieb;;20190612;;0
LNDH;Niedersachswerfen Herkules Markt;Niedersachsw Her;NE-Hp;Betrieb;;20081214;;0
LNDI;Niedersachswerfen Ilfelder Straße;Niedersachsw Ilf;NE-Hp;Betrieb;;20081214;;0
LNDS;Niedersachswerfen Ost;Niedersachsw Ost;NE-Bf;Betrieb;;20081214;;0
LNE;Nedlitz;Nedlitz;Bf;a.B.;DE17437;20200401;;4
LNEI;Neichen;Neichen;Bf;a.B.;DE17445;20200401;;4
LNEK;Neuendorf-Karritz;Neuendf-Karritz;Hp;a.B.;DE17514;20200401;;4
LNEKP;Neuendorf, Hst PVG;Neuendorf PVG;Bush;Betrieb;;19990101;;0
LNER;Nerchau;Nerchau;Bf;a.B.;DE17460;20200401;;4
LNF;Niedergörsdorf;Niedergörsdorf;Bf;Betrieb;DE17712;20200401;;4
LNG;Neugarten;Neugarten;Abzw;Betrieb;DE17531;20201001;;1
LNGL;Neugattersleben;Neugattersleben;Hp;a.B.;DE17533;20201001;;4
LNH;Naunhof;Naunhof;Bf;Betrieb;DE17414;20081214;;4
LNHA;Nordhausen-Altentor;Nordh-Altentor;NE-Hp;Betrieb;;20081214;;0
LNHG;Nienhagen (b Halberstadt);Nienhagen(b Hab);Hp;Betrieb;DE17777;20201001;;4
LNHH;Nordhausen Hesseröder Straße;Nordh Hesseröder;NE-Hp;Betrieb;;20201001;;0
LNHK;Nordhausen-Krimderode;Nordh-Krimderode;NE-Bf;Betrieb;;20081214;;0
LNHKS;Nordhausen Schurzfell;Schurzfell;Bush;Betrieb;;20091015;;0
LNHM;Nachterstedt-Hoym;Nachterst-Hoym;Bf;Betrieb;DE17380;20201001;;4
LNHN;Nordhausen Nord;Nordhausen Nord;NE-Bf;Betrieb;;20081214;;0
LNHNB;Nordhausen Bahnhofsplatz;Nordhsn Bfsplatz;Bush;Betrieb;;20030919;;0
LNHR;Nordhausen Ricarda-Huch-Straße;Nordh Ricarda-H;NE-Hp;Betrieb;;20081214;;0
LNI;Neinstedt;Neinstedt;Hp Bk;Betrieb;DE17450;20201001;;4
LNK;Neukieritzsch;Neukieritzsch;Bf;Betrieb;DE17553;20200401;;4
LNKA;Netzkater;Netzkater;NE-Hp;Betrieb;;20081214;;0
LNL;Neuermark-Lübars;Neuermark-Lübars;Hp;a.B.;DE17525;20200401;;4
LNM;Niemberg;Niemberg;Bf;Betrieb;DE17770;20200401;;4
LNM G;Niemberg Alte Gärtnerei;Niembg Gärtnerei;Bush;Betrieb;;20190620;;0
LNN;Neeken;Neeken;Üst;a.B.;DE17439;20201001;;4
LNOB;Nobitz;Nobitz;Üst;ehemals;DE17789;20200401;;4
LNOE;Niedergörne;Niedergörne;vp-Bf;Betrieb;DE17711;20200401;;4
LNOR;Nordgermersleben;Nordgermersleben;Hp;a.B.;DE17809;20200401;;4
LNR;Niederndodeleben;Niederndodeleben;Bf;Betrieb;DE17729;20200401;;4
LNS;Nennhausen;Nennhausen;Bf;Betrieb;DE17455;20200401;;4
LNS A;Nennhausen, Apotheke;Nennhsn,Apotheke;Bush;Betrieb;;19990101;;0
LNS S;Nennhausen, Schule;Nennhsn, Schule;Bush;Betrieb;;19990101;;0
LNW;Leipzig Messe;Leipzig Messe;Bf;Betrieb;DE16219;20200401;;4
LNW H;Leipzig Messe Hp;Leipzig Messe Hp;Hp;Betrieb;DE16220;20081214;;4
LNW N;Leipzig Messe Nord;Lpz Messe Nord;Bft;Betrieb;DE16221;20081214;;4
LNW S;Leipzig Messe Süd;Lpz Messe Süd;Bft;Betrieb;DE16222;20081214;;4
LNWK;Neuwerk;Neuwerk;vp-Hp;a.B.;DE17661;20201001;;4
LNWL;Neuwegersleben;Neuwegersleben;Bf;a.B.;DE17660;20201001;;4
LNWY;Neukirchen-Wyhra;Neukirchen-Wyhra;Hp;Betrieb;DE17561;20081214;;4
LNWYS;Neukirchen-Wyhra An der Schanze;Neukirch Schanze;Bush;;;20210618;;0
LNX;Neuburxdorf;Neuburxdorf;Bf;Betrieb;DE17492;20200401;;4
LO;Oschersleben (Bode);Oschersleben;Bf;Betrieb;DE18148;20201001;;4
LOB;Osterburg;Osterburg;Bf;Betrieb;DE18166;20200401;;4
LOBH;Obhausen;Obhausen;Hp;a.B.;DE18033;20050101;;4
LOBN;Oberwerschen;Oberwerschen;Bf;a.B.;DE18027;20200401;;4
LOE;Oebisfelde;Oebisfelde;Bf;Betrieb;DE18047;20081214;;4
LOEH;Oehna;Oehna;Bf;Betrieb;DE18054;20201001;;1
LOEX;Oebisfelde ESTW-UZ;Oebisfelde ESTW;BZ;Betrieb;DE24743;20200401;;1
LOF;Osterfeld (b Zeitz);Osterfeld;Bf;a.B.;DE18170;20030101;;4
LOH;Oberholz;Oberholz;Hp;Betrieb;DE17971;20081214;;4
LOL;Ochtmersleben;Ochtmersleben;Hp;Betrieb;DE18040;20200401;;4
LON;Osterweddingen;Osterweddingen;Hp;Betrieb;DE18185;20081214;;4
LONO;Osterweddingen Ost;Osterwedding Ost;Hp;Planung;DE18186;20081223;;4
LOR;Oranienbaum (Anh);Oranienbaum(Anh);vp-Bf;Betrieb;DE18137;20200401;;4
LOR K;Oranienbaum (Anh) Abzw Kr;Oranienbaum Kr;fb-Bft;Betrieb;;20090210;;4
LORG;Obergräfenhain;Obergräfenhain;Hp;a.B.;DE17927;20200401;;4
LOSM;Ostermark;Ostermark;Bk;Betrieb;DE21639;20201001;;4
LOST;Osternienburg;Osternienburg;Hp;Betrieb;DE18175;20201001;;4
LOT;Osterteich;Osterteich;NE-Hp;Betrieb;;20081214;;0
LOTW;Otterwisch;Otterwisch;Hp;Betrieb;DE18216;20081214;;4
LOV;Ovelgünne;Ovelgünne;Hp;Betrieb;DE18227;20200401;;4
LOW;Osterwieck (Harz);Osterwieck Harz;Hp;a.B.;DE18187;20201001;;4
LOWK;Lacke GmbH;Lacke GmbH;Anst;a.B.;DE15986;20201001;;4
LOWW;Osterwieck West;Osterwieck West;Hp;a.B.;DE18188;20201001;;4
LP;Pörsten;Pörsten;Bf;ehemals;DE18458;20200401;;4
LPAL;Paplitz;Paplitz;Hp;a.B.;DE18257;20200401;;4
LPAM;Parey Metall- und Leichtbau;Parey Metall-L;Awanst;a.B.;DE18263;20200401;;4
LPB;Petergrube;Petergrube;Hp;Betrieb;DE18317;20081214;;4
LPD;Paditz;Paditz;Üst;Betrieb;DE18243;20200401;;4
LPDA;Paditz Abzw;Paditz Abzw;Abzw;ehemals;DE18244;20200401;;4
LPE;Peißen;Peißen;Hp Abzw;Betrieb;DE18298;20200401;;4
LPE B;Peißen Betriebsbahnhof;Peißen Bbf;Bft;Planung;DE21728;20170520;;4
LPG;Pegau;Pegau;Bf;Betrieb;DE18290;20081214;;4
LPGO;Pegau Ost;Pegau Ost;Abzw;a.B.;DE18291;20030101;;4
LPH;Pretzsch;Pretzsch;vp-Bf;Betrieb;DE18518;20090402;;4
LPI;Pritzerbe;Pritzerbe;Bf;Betrieb;DE18532;20200401;;4
LPI H;Pritzerbe Gaststätte Haveleck;Pritzerbe Havel;Bush;Betrieb;;19990101;;0
LPI M;Pritzerbe Mühlenstraße;Pritzerbe Mühlen;Bush;Betrieb;;19990101;;0
LPL;Pristäblich;Pristäblich;vp-Hp;Betrieb;DE18530;20090402;;4
LPLA;Planena                           (Bush);Planena;Bush;Betrieb;;20090107;;0
LPLN;Halle-Planena;Halle-Planena;Abzw;Betrieb;DE18403;20200401;;4
LPN;Posthausen;Posthausen;Bf;a.B.;DE18477;20200401;;4
LPOE;Pönitz (b Leipzig);Pönitz (b Lpz);Hp;Betrieb;DE18451;20200401;;4
LPR;Profen;Profen;Bf;Betrieb;DE18540;20081214;;4
LPRE;Prettin;Prettin;Bf;a.B.;DE18515;20200401;;4
LPRL;Prödel;Prödel;Hp Bk;Betrieb;DE18539;20200401;;4
LPRO;Petersroda;Petersroda;Hp;Betrieb;DE18329;20200401;;4
LPRZ;Pretzier (Altm);Pretzier (Altm);Hp;Betrieb;DE18517;20200401;;4
LPRZV;Pretzier (Altm), Hst VGS;Pretzier VGS;Bush;Betrieb;;19990101;;0
LPSD;Leipzig Püchauer Straße;Püchauer Straße;Abzw;a.B.;DE16232;20200401;;4
LPSDC;Leipzig Püchauer Straße (C);Lpz Püch Str(C);Abzw;a.B.;DE16233;20200401;;4
LPT;Pratau;Pratau;Bf;Betrieb;DE18500;20200401;;4
LPTG;Pratau DB-Grenze;Pratau DB-Gr;Gp;Betrieb;DE18501;20200401;;4
LPW;Pödelwitz;Pödelwitz;Hp;a.B.;DE18432;20200401;;4
LPY;Parey;Parey;Hp;a.B.;DE18262;20200401;;4
LPZ;Premnitz;Premnitz;Abzw;Betrieb;DE18505;20200401;;4
LPZ K;Premnitz Kirche;Premnitz Kirche;Bush;Betrieb;;19990101;;0
LPZH;Premnitz Nord;Premnitz Nord;Hp;Betrieb;DE18506;20200401;;4
LPZS;Premnitz Zentrum;Premnitz Zentrum;Hp;Betrieb;DE18507;20200401;;4
LQ;Querfurt;Querfurt;Bf;Betrieb;DE18570;20081214;;4
LQB;Quedlinburg;Quedlinburg;Bf;Betrieb;DE18564;20201001;;4
LQB B;Quedlinburg Busbf;Quedlinburg Bus;Bush;Betrieb;;19990101;;0
LQBD;Blönsdorf BB/ST;Blönsdorf BB/ST;LGr;Betrieb;DE11350;20200401;;4
LQBE;Beilrode SN/BB;Beilrode SN/BB;LGr;Betrieb;DE10747;20200401;;4
LQGB;Gunsleben ST/NI;Gunsleben ST/NI;LGr;Betrieb;DE14205;20201001;;4
LQGG;Geestgottberg ST/BB;Geestgottbg LGr;LGr;Betrieb;DE13588;20201001;;1
LQGK;Großkugel ST/SN;Großkugel ST/SN;LGr;Betrieb;DE14089;20200401;;4
LQGL;Großlehna SN/ST;Großlehna SN/ST;LGr;Betrieb;DE14092;20200401;;4
LQGOS;Gröbers ST/SN;Gröbers ST/SN;LGr;Betrieb;DE13982;20200401;;4
LQGW;Großwudicke BB/ST;Großwudicke LGr;LGr;Betrieb;DE14120;20200401;;4
LQHB;Harbke ST/NI;Harbke ST/NI;LGr;Betrieb;DE14579;20200401;;4
LQHZ;Holzdorf (Elster) ST/BB;Holzdorf ST/BB;LGr;Betrieb;DE15055;20200401;;4
LQIG;Ilsenburg ST/NI;Ilsenburg ST/NI;LGr;Betrieb;DE15206;20201001;;4
LQIS;Peißen Queis;Queis;Awanst;Betrieb;DE18299;20200401;;4
LQKI;Querfurt Zuckerfabrik;Querfurt Zuckerf;vp-Anst;a.B.;DE18573;20141214;;4
LQKT;Kötschlitz ST/SN;Kötschlitz LGr;LGr;Betrieb;DE15846;20200401;;4
LQLA;Landsberg (b Halle/Saale) Süd ST/SN;Landsberg S LGr;LGr;Betrieb;DE16016;20200401;;4
LQMO;Züllsdorf Mollgraben BB/ST;Mollgraben LGr;LGr;Betrieb;DE21530;20200401;;4
LQNX;Neuburxdorf BB/SN;Neuburxdorf LGr;LGr;Betrieb;DE17494;20200401;;4
LQOE;Oebisfelde ST/NI 6107;Oebisfelde 6107;LGr;Betrieb;DE18050;20200401;;4
LQOES;Oebisfelde ST/NI 6399;Oebisfelde 6399;LGr;Betrieb;DE18051;20200401;;4
LQPA;Paplitz ST/BB;Paplitz ST/BB;LGr;a.B.;DE18258;20200401;;4
LQPG;Pegau SN/ST;Pegau SN/ST;LGr;Betrieb;DE18292;20081214;;4
LQPR;Petersroda ST/SN;Petersroda ST/SN;LGr;Betrieb;DE18330;20200401;;4
LQQ;Quedlinburg-Quarmbeck;Quedl-Quarmbeck;vp-Hp;Betrieb;DE18565;20201001;;4
LQRB;Regis-Breitingen SN/TH;Regis-Breit LGr;LGr;Betrieb;DE18722;20200401;;4
LQRW;Rathenow BB/ST;Rathenow BB/ST;LGr;Betrieb;DE18659;20200401;;4
LQSB;Stapelburg ST/NI;Stapelburg ST/NI;LGr;Betrieb;DE19914;20201001;;4
LQSO;Söllichau ST/SN;Söllichau ST/SN;vp-LGr;Betrieb;DE19796;20090402;;4
LQSU;Sachau ST/SN;Sachau ST/SN;vp-LGr;Betrieb;DE19192;20200401;;4
LQSW;Salzwedel ST/NI;Salzwedel ST/NI;LGr;Betrieb;DE19230;20200401;;4
LQUG;Querfurt DB-Grenze;Querfurt DB-Gr;Gp;a.B.;DE18571;20141214;;4
LQW;Querfurt West;Querfurt West;vp-Hp;a.B.;DE18572;20141214;;4
LQWM;Wuitz-Mumsdorf ST/TH;Wuitz-Mumsdf LGr;LGr;a.B.;DE21360;20130611;;4
LQWR;Wasserleben ST/NI;Wasserleben LGr;LGr;Betrieb;DE20812;20201001;;4
LQWU;Wusterwitz BB/ST;Wusterwitz BB/ST;LGr;Betrieb;DE21411;20200401;;4
LQWZ;Wetterzeube ST/TH;Wetterzeube LGr;LGr;Betrieb;DE21077;20081214;;4
LQZD;Zellendorf BB/ST;Zellendorf BB/ST;LGr;Betrieb;DE21453;20201001;;1
LR;Roßlau (Elbe);Roßlau (Elbe);Bf;Betrieb;DE19019;20200401;;4
LRA;Radis;Radis;Bf;Betrieb;DE18599;20200401;;4
LRAD;Rademin;Rademin;Üst;Betrieb;DE18596;20200401;;4
LRAF;Rathmannsdorf (Kr Staßfurt);Rathmannsdorf;Hp Bk;a.B.;DE18663;20201001;;4
LRAI;Roßlau (Elbe) Ai;Roßlau Ai;Bft;Betrieb;DE19020;20200401;;4
LRAK;Rackith (Elbe);Rackith (Elbe);vp-Hp;Betrieb;DE18580;20090402;;4
LRAO;Roßlau Anschluß Ost;Roßlau Anst Ost;Awanst;Planung;;20200401;;4
LRAP;Radefeld (Porschewerk);Radefeld (Porsc);Hp;Planung;DE21696;20200401;;4
LRAS;Rackith Süd;Rackith Süd;vp-Hp;Betrieb;DE18581;20090402;;4
LRAW;Roßlau (Elbe) Aw;Roßlau Aw;Bft;Betrieb;DE19021;20200401;;4
LRB;Regis-Breitingen;Regis-Breitingen;Bf;Betrieb;DE18721;20200401;;4
LRBG;Rothenburg (Saale);Rothenburg Saale;Bft;a.B.;DE19075;20201001;;4
LRC;Reckahn;Reckahn;NE-Hp;Betrieb;;20081214;;0
LRC B;Reckahn Bushst;Reckahn Bushst;Bush;Betrieb;;19990101;;0
LRCG;Brandenburg DB-Grenze;Brandenbg DB-Gr;Gp;Betrieb;DE11559;20200401;;4
LRCR;Reckahn Awanst;Reckahn Awanst;NE-Awanst;Betrieb;;20081214;;0
LRD;Rieder (Harz);Rieder (Harz);Hp;a.B.;DE18873;20201001;;4
LRDB;Reinsdorf Zementsilo;Reinsdf Zement;NE-Bft;Betrieb;;20130904;;0
LRDH;Reinsdorf (b Wittenberg);Reinsdorf;NE-Bft;Betrieb;;20130904;;0
LRDL;Reinsdorf (b Wittenberg) Leichtbaustoffe;Reinsdorf Leicht;Bft;Betrieb;DE18763;20200401;;4
LRDW;Reinsdorf (b Wittenberg) ACZ;Reinsdorf ACZ;Bft;Betrieb;DE18762;20200401;;4
LRE;Reußen;Reußen;Bf;Betrieb;DE18809;20200401;;4
LRED;Rehmsdorf;Rehmsdorf;Hp Dkst;a.B.;DE18729;20130611;;4
LREU;Reuden (Kr Zeitz);Reuden(Kr Zeitz);Bf;Betrieb;DE18807;20081214;;4
LRF;Rehfeld (b Falkenberg/Elster);Rehfeld(Fak/Els);Bf;Betrieb;DE18726;20200401;;4
