Abk;Name;Kurzname;Typ;Betr-Zust;Primary location code;UIC;RB;gültig von;gültig bis;Netz-Key;Fpl-rel;Fpl-Gr
XBTL;Tilleur;Tilleur;Bf;;;0088;;20061117;;;;
XBTLN;Thulin;Thulin;Bf;;;0088;;20100721;;;;
XBTM;Temse;Temse;Bf;;;0088;;20100721;;;;
XBTN;Ternat;Ternat;Bf;;;0088;;20100721;;;;
XBTO;Tournai;Tournai;Bf;;;0088;;20071219;;;;
XBTP;Trois-Ponts;Trois-Ponts;Bf;;;0088;;20100721;;;;
XBTR;Torhout;Torhout;Bf;;;0088;;20100721;;;;
XBTS;Tessenderlo;Tessenderlo;Bf;;;0088;;19990101;;;;
XBTT;Tielt;Tielt;Bf;;;0088;;20100721;;;;
XBTU;Thieu;Thieu;Bf;;;0088;;20100721;;;;
XBTUH;Turnhout;Turnhout;Bf;;;0088;;20100721;;;;
XBTX;Theux;Theux;Bf;;;0088;;20100721;;;;
XBTY;Tilly;Tilly;Bf;;;0088;;20100721;;;;
XBTZ;Tubize;Tubize;Bf;;;0088;;20100721;;;;
XBUK;Ukkel-Kalevoet/Uccle-Calevoet;Ukkel-Kalevoet/U;Bf;;;0088;;20100722;;;;
XBUS;Ukkel-Stalle/Uccle-Stalle;Ukkel-Stalle/Ucc;Bf;;;0088;;20100722;;;;
XBV;Vise;Vise;Bf;;;0088;;19990101;;;;
XBVC;Verviers-Central;Verviers-Central;Bf;;;0088;;19990101;;;;
XBVE;Veurne;Veurne;Bf;;;0088;;20100722;;;;
XBVI;Viville;Viville;Bf;;;0088;;20100722;;;;
XBVIP;Ville-Pommeroeul;Ville-Pommeroeul;Bf;;;0088;;20100722;;;;
XBVIV;Villers-la-Ville;Villers-la-Ville;Bf;;;0088;;20100722;;;;
XBVK;Vertrijk;Vertrijk;Bf;;;0088;;20100722;;;;
XBVM;Viane-Moerbeke;Viane-Moerbeke;Bf;;;0088;;20100722;;;;
XBVO;Vorst-Oost/Forest-Est;Vorst-Oost/Fores;Bf;;;0088;;20100722;;;;
XBVP;Verviers-Palais;Verviers-Palais;Bf;;;0088;;20040429;;;;
XBVS;Vielsalm;Vielsalm;Bf;;;0088;;20100722;;;;
XBVT;Veltem;Veltem;Bf;;;0088;;20100722;;;;
XBVV;Vilvoorde;Vilvoorde;Bf;;;0088;;19990101;;;;
XBVX;Voroux;Voroux;Bf;;;0088;;19990101;;;;
XBW;Welkenraedt;Welkenraedt;Bf;;;0088;;20041113;;;;
XBWA;Waterloo;Waterloo;Bf;;;0088;;19990101;;;;
XBWB;Willebroek;Willebroek;Bf;;;0088;;20100722;;;;
XBWD;Weerde;Weerde;Bf;;;0088;;20100722;;;;
XBWE;Wevelgem;Wevelgem;Bf;;;0088;;20100722;;;;
XBWG;Waregem;Waregem;Bf;;;0088;;20100722;;;;
XBWI;Winterslag;Winterslag;Bf;;;0088;;19990101;;;;
XBWJ;Wijgmaal;Wijgmaal;Bf;;;0088;;20100722;;;;
XBWK;Wervik;Wervik;Bf;;;0088;;20100722;;;;
XBWL;Welle;Welle;Bf;;;0088;;20100722;;;;
XBWM;Watermael/Watermaal;Watermael;Bf;;;0088;;20080912;;;;
XBWMM;Waremme;Waremme;Bf;;;0088;;20100722;;;;
XBWN;Wetteren;Wetteren;Bf;;;0088;;20100722;;;;
XBWO;Wolfstee;Wolfstee;Bf;;;0088;;20140814;;;N;N
XBWR;Westrozebeke;Westrozebeke;Bf;;;0088;;19990101;;;;
XBWT;Wespelaar-Tildonk;Wespelaar-Tildon;Bf;;;0088;;20140814;;;N;N
XBWV;Wavre;Wavre;Bf;;;0088;;20100722;;;;
XBWW;Weywertz / Weverce;Weywertz;Bf;;;0088;;19990101;;;;
XBWZ;Wezemaal;Wezemaal;Bf;;;0088;;20100722;;;;
XBXQU;Quevy Grenze FR;Quevy Gr FR;Gp;;;0088;;20110315;;;;
XBYG;Yves-Gomezee;Yves-Gomezee;Bf;;;0088;;20050322;;;;
XBYV;Yvoir;Yvoir;Bf;;;0088;;20100722;;;;
XBZ;Zeebrugge;Zeebrugge;Bf;;;0088;;19990101;;;;
XBZD;Zedelgem;Zedelgem;Bf;;;0088;;20080912;;;;
XBZE;Zele;Zele;Bf;;;0088;;20100722;;;;
XBZI;Zichem;Zichem;Bf;;;0088;;20080912;;;;
XBZL;Zellik;Zellik;Bf;;;0088;;20100722;;;;
XBZM;Zaventem;Zaventem;Bf;;;0088;;20100722;;;;
XBZO;Zolder;Zolder;Bf;;;0088;;19990101;;;;
XBZR;Zeebrugge Ramskapelle;Zeebrugge Ramsk;Bf;;;0088;;20070824;;;;
XBZT;Zottegem;Zottegem;Bf;;;0088;;20100722;;;;
XBZV;Zeebrugge Vorming;Zeebrugg Vorming;Bf;;;0088;;20081022;;;;
XBZW;Zwankendamme;Zwankendamme;Bf;;;0088;;20100722;;;;
XBZZ;Zelzate;Zelzate;Bf;;;0088;;19990101;;;;
XCAB;Abdulino;Abdulino;Bf;;;0020;;20021030;;;;
XCAD;Adler;Adler;Bf;;;0020;;20050505;;;;
XCAI;Aidyrlia;Aidyrlia;Bf;;;0020;;20021030;;;;
XCAL;Altata;Altata;Bf;;;0020;;20021030;;;;
XCAM;Aramil;Aramil;Bf;;;0020;;20040505;;;;
XCAR;Atbassar;Atbassar;Bf;;;0020;;20081214;;;J;N
XCAT;Atkarsk;Atkarsk;Bf;;;0020;;19990101;;;;
XCAZ;Arzamas 2;Arzamas 2;Bf;;;0020;;20050505;;;;
XCB;Baltiisk;Baltiisk;Bf;;;0020;;20061201;;;;
XCBA;Bateckaia;Bateckaia;Bf;;;0020;;20021030;;;;
XCBB;Barabinsk;Barabinsk;Bf;;;0020;;20021121;;;;
XCBJ;Bogoiavlensk;Bogoiavlensk;Bf;;;0020;;19990101;;;;
XCBL;Balezino;Balezino;Bf;;;0020;;20040505;;;;
XCBO;Bogushewskaia;Bogushewskaia;Bf;;;0020;;20081214;;;J;N
XCBP;Balashov-Passajirskii;Balashov-Pass;Bf;;;0020;;19990101;;;;
XCBR;Bredy;Bredy;Bf;;;0020;;20021030;;;;
XCBS;Bekasovo-Sortirovochnoe;Bekasovo;Bf;;;0020;;19990101;;;;
XCCH;Chertkovo;Chertkovo;Bf;;;0020;;20021030;;;;
XCDD;Dedovichi;Dedovichi;Bf;;;0020;;20021030;;;;
XCDG;Donguzskaia;Donguzskaia;Bf;;;0020;;20021030;;;;
XCDN;Dno;Dno;Bf;;;0020;;19990101;;;;
XCER;Ershov;Ershov;Bf;;;0020;;20021030;;;;
XCEV;Evdakovo;Evdakovo;Bf;;;0020;;20021030;;;;
XCEZ;Ezerishe;Ezerishe;Bf;;;0020;;20081214;;;J;N
XCGA;Gagarin;Gagarin;Bf;;;0020;;20081201;;;;
XCGD;Gorodok;Gorodok;Bf;;;0020;;20081214;;;J;N
XCGK;Goriachii Kliuch;Goriachii Kliuch;Bf;;;0020;;20050505;;;;
XCGL;Glubokaia;Glubokaia;Bf;;;0020;;20021030;;;;
XCGM;Nishnij Novgorod Moskovsk;Nishnij Nov Mosk;Bf;;;0020;;20110531;;;;
XCGV;Griazi Voronejskie;Griazi Voronejsk;Bf;;;0020;;20021030;;;;
XCHA;Hramcovskaia;Hramcovskaia;Bf;;;0020;;20040505;;;;
XCHO;Hosta;Hosta;Bf;;;0020;;20081214;;;J;N
XCHR;Hrizolitovyi;Hrizolitovyi;Bf;;;0020;;20040505;;;;
XCI;Irkutsk-Passajirskii;Irkutsk-Pas;Bf;;;0020;;20070504;;;;
XCIA;Iarcevo;Iarcevo;Bf;;;0020;;20081201;;;;
XCID;Izdeshkovo;Izdeshkovo;Bf;;;0020;;20081201;;;;
XCIK;Isilkul;Isilkul;Bf;;;0020;;19990101;;;;
XCIL;Ilezk;Ilezk;Bf;;;0020;;20081214;;;J;N
XCIS;Ishim;Ishim;Bf;;;0020;;20040505;;;;
XCIU;Iudino;Iudino;Bf;;;0020;;20050505;;;;
XCK;Kirov;Kirov Pass;Bf;;;0020;;20040422;;;;
XCKA;Kamenskaia;Kamenskaia;Bf;;;0020;;20021030;;;;
XCKAN;Kanash;Kanash;Bf;;;0020;;20050505;;;;
XCKD;Krasnodar;Krasnodar;Bf;;;0020;;20050505;;;;
XCKG;Kaliningrad;Kaliningrad;Bf;;;0020;;20031021;;;;
XCKGD;Kaliningrad-Dshersinski;Kaliningr-Dsher;Bf;;;0020;;20081214;;;J;N
XCKH;Kunashak;Kunashak;Bf;;;0020;;20081214;;;J;N
XCKI;Kirsanov;Kirsanov;Bf;;;0020;;20021030;;;;
XCKK;Kamensk-Uralskii;Kamensk-Uralskii;Bf;;;0020;;20040505;;;;
XCKL;Koliutkino;Koliutkino;Bf;;;0020;;20040505;;;;
XCKM;Kantemirovka;Kantemirovka;Bf;;;0020;;20021030;;;;
XCKN;Kanissai;Kanissai;Bf;;;0020;;20081214;;;J;N
XCKO;Kolcovo;Kolcovo;Bf;;;0020;;20040505;;;;
XCKR;Krasnoje                            (RU);Krasnoje      RU;Bf;;;0020;;20090601;;;J;N
XCKS;Kushmurun;Kushmurun;Bf;;;0020;;20081214;;;J;N
XCKT;Kartaly 1;Kartaly 1;Bf;;;0020;;20021030;;;;
XCKU;Kurgan;Kurgan;Bf;;;0020;;20021030;;;;
XCKUL;Kulatka;Kulatka;Bf;;;0020;;20040505;;;;
XCKV;Kunavino;Kunavino;Bf;;;0020;;20040505;;;;
XCKZ;Kazan;Kazan;Bf;;;0020;;20050525;;;;
XCL;Loo;Loo;Bf;;;0020;;20050505;;;;
XCLE;Lechebnyi;Lechebnyi;Bf;;;0020;;20040505;;;;
XCLI;Lihaia;Lihaia;Bf;;;0020;;19990101;;;;
XCLK;Liski;Liski;Bf;;;0020;;20021121;;;;
XCLO;Loknaia;Loknaia;Bf;;;0020;;20081214;;;J;N
XCLZ;Lazarevskaia;Lazarevskaia;Bf;;;0020;;20050505;;;;
XCM;Moskva;Moskva;Bf;;;0020;;19990101;;;;
XCMA;Mamonowo;Mamonowo;Bf;;;0020;;20010610;;;;
XCMB;Moskva-Belorusskaia;Moskva-Beloruss;Bf;;;0020;;19990101;;;;
XCMC;Maiachnaia;Maiachnaia;Bf;;;0020;;20021030;;;;
XCMF;Mitrofanovka;Mitrofanovka;Bf;;;0020;;20021030;;;;
XCMG;Mednogorsk;Mednogorsk;Bf;;;0020;;20021030;;;;
XCMI;Millerovo;Millerovo;Bf;;;0020;;20021030;;;;
XCMJ;Mojaisk;Mojaisk;Bf;;;0020;;20081201;;;;
XCMK;Moskva Kievskaia;Moskva Kievskaia;Bf;;;0020;;20160812;;;N;N
XCML;Musliumovo;Musliumovo;Bf;;;0020;;20081214;;;J;N
XCMQ;Moskva Kurskaia;Moskva Kurskaia;Bf;;;0020;;20161001;;;N;N
XCMR;Maramzino;Maramzino;Bf;;;0020;;20040505;;;;
XCMS;Moskva Smolenskaia;Moskva Smolensk;Bft;;;0020;;20150321;;;N;N
XCMU;Michurinsk;Michurinsk;Bf;;;0020;;19990101;;;;
XCN;Nevelsk;Nevelsk;Bf;;;0020;;20010610;;;;
XCNA;Nijniaia;Nijniaia;Bf;;;0020;;20040505;;;;
XCNC;Novocherkassk;Novocherkassk;Bf;;;0020;;19990101;;;;
XCNE;Nesterov;Nesterov;Bf;;;0020;;20040710;;;;
XCNG;Novosibirsk-Glavnyi;Novosibirsk-Gl;Bf;;;0020;;19990101;;;;
XCNI;Nikel;Nikel;Bf;;;0020;;20021030;;;;
XCNS;Novosokolniki;Novosokolniki;Bf;;;0020;;19990101;;;;
XCOB;Orenburg;Orenburg;Bf;;;0020;;19990101;;;;
XCOM;Omsk-Passajirskii;Omsk-Passajirski;Bf;;;0020;;19990101;;;;
XCOR;Orsk;Orsk;Bf;;;0020;;20081214;;;J;N
XCOS;Osinski;Osinski;Bf;;;0020;;20081214;;;J;N
XCP;Sankt Peterburg;St.Peterburg;Bf;;;0020;;19990101;;;;
XCPD;Pridacha;Pridacha;Bf;;;0020;;20070123;;;;
XCPE;Perebor;Perebor;Bf;;;0020;;20040505;;;;
XCPG;Podgornoe;Podgornoe;Bf;;;0020;;20021030;;;;
XCPI;Pilnia;Pilnia;Bf;;;0020;;20050505;;;;
XCPN;Povorino;Povorino;Bf;;;0020;;20081201;;;;
XCPO;Perevozskaia;Perevozskaia;Bf;;;0020;;20050505;;;;
XCPP;Petropavlovsk;Petropavlovsk;Bf;;;0020;;20021121;;;;
XCPS;Pskov-Passajirskii;Pskov-Passajirsk;Bf;;;0020;;19990101;;;;
XCPV;Sankt Peterburg Varshavskii;St.Peterbg Vars;Bf;;;0020;;19990101;;;;
XCPVI;Sankt Peterburg Vitebskii;St.Peterbg Viteb;Bf;;;0020;;19990101;;;;
XCPY;Pytalovo;Pytalovo;Bf;;;0020;;20050222;;;;
XCPZ;Perm 2;Perm 2;Bf;;;0020;;20040422;;;;
XCRA;Riazan 2;Riazan 2;Bf;;;0020;;19990101;;;;
XCRI;Riajsk;Riajsk;Bf;;;0020;;19990101;;;;
XCRO;Rostov-Glavnyi;Rostov-Glavnyi;Bf;;;0020;;19990101;;;;
XCRS;Rossosh;Rossosh;Bf;;;0020;;20021030;;;;
XCRT;Rtiscevo 1;Rtiscevo 1;Bf;;;0020;;19990101;;;;
XCSA;Saratov-Passajirskii;Saratov-Passajir;Bf;;;0020;;19990101;;;;
XCSAM;Samara;Samara;Bf;;;0020;;19990101;;;;
XCSC;Suscevo;Suscevo;Bf;;;0020;;20021030;;;;
XCSE;Sechuga;Sechuga;Bf;;;0020;;20050505;;;;
XCSF;Safonovo;Safonovo;Bf;;;0020;;20081201;;;;
XCSG;Sergach;Sergach;Bf;;;0020;;20050505;;;;
XCSH;Shahtnaia;Shahtnaia;Bf;;;0020;;20021030;;;;
XCSHU;Shumerlia;Shumerlia;Bf;;;0020;;20050505;;;;
XCSI;Sochi;Sochi;Bf;;;0020;;20050505;;;;
XCSK;Skangali;Skangali;Bf;;;0020;;20081214;;;J;N
XCSL;Semlevo;Semlevo;Bf;;;0020;;20081201;;;;
XCSM;Smolensk;Smolensk;Bf;;;0020;;19990101;;;;
XCSN;Sennaia;Sennaia;Bf;;;0020;;20040505;;;;
XCSO;Solcy;Solcy;Bf;;;0020;;20021030;;;;
XCSR;Saraktash;Saraktash;Bf;;;0020;;20021030;;;;
XCST;Surovatiha;Surovatiha;Bf;;;0020;;20050505;;;;
XCSU;Sulin;Sulin;Bf;;;0020;;20021030;;;;
XCSUG;Suhinichi-Glavnye;Suhinichi-Gl;Bf;;;0020;;20080926;;;;
XCSV;Ekaterinburg Passajirskii;Ekaterinburg Pas;Bf;;;0020;;20120530;;;;
XCSY;Syzran 1;Syzran 1;Bf;;;0020;;20021121;;;;
XCSZ;Suzemka;Suzemka;Bf;;;0020;;20081201;;;;
XCT;Tambov 1;Tambov 1;Bf;;;0020;;20010610;;;;
XCTA;Tamala;Tamala;Bf;;;0020;;20021030;;;;
XCTK;Cheliabinsk;Cheliabinsk;Bf;;;0020;;19990101;;;;
XCTM;Tiumen;Tiumen;Bf;;;0020;;20040427;;;;
XCTT;Tahtalym;Tahtalym;Bf;;;0020;;20040505;;;;
XCTU;Tuapse;Tuapse;Bf;;;0020;;20050505;;;;
XCU;Umet;Umet;Bf;;;0020;;20021030;;;;
XCUA;Uaz;Uaz;Bf;;;0020;;20040505;;;;
XCUB;Urbah;Urbah;Bf;;;0020;;20021030;;;;
XCUF;Ufa;Ufa;Bf;;;0020;;19990101;;;;
XCUK;Ust-Katav;Ust-Katav;Bf;;;0020;;20021030;;;;
XCUL;Uljanovsk-Centralnyi;Uljanovsk-Centr;Bf;;;0020;;19990101;;;;
XCUM;Urmary;Urmary;Bf;;;0020;;20050505;;;;
XCUN;Unecha;Unecha;Bf;;;0020;;20081201;;;;
XCUO;Utorgosh;Utorgosh;Bf;;;0020;;20021030;;;;
XCUS;Ust-Luga;Ust-Luga;Bf;;;0020;;20070105;;;;
XCV;Viazma;Viazma;Bf;;;0020;;19990101;;;;
XCVE;Vertunovskaia;Vertunovskaia;Bf;;;0020;;20021030;;;;
XCVL;Vladimir;Vladimir Pass;Bf;;;0020;;20040422;;;;
XCVO;Voronej;Voronej;Bf;;;0020;;19990101;;;;
XCVU;Vurnary;Vurnary;Bf;;;0020;;20050505;;;;
XCVY;Vyrica;Vyrica;Bf;;;0020;;20021030;;;;
XCXMA;Mamonowo Grenze PL;Mamonowo Gr PL;Gp;;;0020;;20120324;;;N;N
XCZD;Zelennyi Dol;Zelennyi Dol;Bf;;;0020;;20050505;;;;
XCZV;Zverevo;Zverevo;Bf;;;0020;;20021030;;;;
XDA;Aalborg;Aalborg;Bf;;;0086;;19990101;;;;
XDAB;Arnbjerg;Arnbjerg;Hp;;;0086;;20090130;;;J;N
XDAD;Arden;Arden;Hp;;;0086;;20150127;;;;
XDAK;Alken;Alken;Hp;;;0086;;20080410;;;;
XDAR;Aarhus H;Aarhus H;Bf;;;0086;;19990101;;;;
XDARH;Aarhus Havn;Aarhus Havn;Bf;;;0086;;19990101;;;;
XDAV;Aalborg Vestby;Aalborg Vestby;Bft;;;0086;;20150128;;;N;N
XDB;Broenderslev;Broenderslev;Bf;;;0086;;19990101;;;;
XDBB;Brabrand;Brabrand;Bf;;;0086;;20080410;;;;
XDBD;Bording;Bording;Bf;;;0086;;20080410;;;;
XDBET;Brejning;Brejning;Hp;;;0086;;20170831;;;;
XDBH;Baunhoej;Baunhoej;Hp;;;0086;;20090130;;;J;N
XDBI;Birk Centerpark;Birk Centerpark;Hp;;;0086;;20090130;;;J;N
XDBJ;Bjerringbro;Bjerringbro;Bf;;;0086;;20080410;;;;
XDBK;Boerkop;Boerkop;Bf;;;0086;;20170831;;;;
XDBL;Billum;Billum;Bf;;;0086;;20080703;;;;
XDBM;Bramming;Bramming;Bf;;;0086;;20080410;;;;
XDBN;Broens;Broens;Hp;;;0086;;20090130;;;J;N
XDBO;Borris;Borris;Bf;;;0086;;20080410;;;;
XDBOP;Borup;Borup;Bf;;;0086;;20130901;;;;
XDBR;Bredebro;Bredebro;Bf;;;0086;;20080410;;;;
XDBT;Bedsted Thy;Bedsted Thy;Bf;;;0086;;20080410;;;;
XDBU;Bur;Bur;Hp;;;0086;;20080410;;;;
XDBV;Boulevarden;Boulevarden;Hp;;;0086;;20090130;;;J;N
XDDS;Doestrup Soenderjylland;Doestrup Sdrj;Hp;;;0086;;20090130;;;J;N
XDDY;Dyreby;Dyreby;Hp;;;0086;;20090130;;;J;N
XDE;Esbjerg;Esbjerg;Bf;;;0086;;20080411;;;;
XDED;Estvad;Estvad;Abzw;;;0086;;20080410;;;;
XDEL;Elkaerdam;Elkaerdam;Hp;;;0086;;20090130;;;J;N
XDES;Eskilstrup;Eskilstrup;Bf;;;0086;;20080628;;;;
XDEV;Engesvang;Engesvang;Bf;;;0086;;20080410;;;;
XDEY;Ejby;Ejby;Bf;;;0086;;20100805;;;;
XDF;Fredericia;Fredericia;Bf;;;0086;;19990101;;;;
XDFA;Farris;Farris;Hp;;;0086;;20101110;;;N;N
XDFH;Frederikshavn;Frederikshavn;Bf;;;0086;;19990101;;;;
XDFHH;Frederikshavn G;Frederikshavn G;Bf;;;0086;;19990101;;;;
XDFU;Funder;Funder;Bf;;;0086;;20090130;;;J;N
XDFV;Frisvardvej;Frisvardvej;Hp;;;0086;;20090130;;;J;N
XDG;Gedser;Gedser;Bf;;;0086;;19990101;;;;
XDGA;Guldager;Guldager;Bf;;;0086;;20080410;;;;
XDGB;Gredstedbro;Gredstedbro;Bf;;;0086;;20080410;;;;
XDGJ;Gjesing;Gjesing;Hp;;;0086;;20090130;;;J;N
XDGL;Glostrup G;Glostrup G;Bf;;;0086;;19990101;;;;
XDGR;Gaarde;Gaarde;Hp;;;0086;;20090130;;;J;N
XDGS;Gedser                          (Schiff);Gedser         S;Slst;;;0086;;20000419;;;N;N
XDGT;Gadstrup;Gadstrup;Bf;;;0086;;20160416;;;;
XDGU;Glumsoe;Glumsoe;Bf;;;0086;;20050222;;;;
XDH;Helsingoer;Helsingoer;Bf;;;0086;;19990101;;;;
XDHA;Hadsten;Hadsten;Bf;;;0086;;20080410;;;;
XDHB;Hobro;Hobro;Bf;;;0086;;19990101;;;;
XDHD;Hvidbjerg;Hvidbjerg;Bf;;;0086;;20080410;;;;
XDHE;Herning;Herning;Bf;;;0086;;19990101;;;;
XDHED;Hedehusene;Hedehusene;Bf;;;0086;;20130608;;;;
XDHEE;Hee;Hee;Hp;;;0086;;20080410;;;;
XDHEM;Herning Messecenter;Herning Messe;Hp;;;0086;;20090130;;;J;N
XDHEN;Henne;Henne;Bf;;;0086;;20080703;;;;
XDHES;Hedensted;Hedensted;Bf;;;0086;;20170328;;;;
XDHF;Herfoelge;Herfoelge;Bf;;;0086;;20160416;;;;
XDHG;Hoerning;Hoerning;Bf;;;0086;;20080411;;;;
XDHI;Hirtshals;Hirtshals;Bf;;;0086;;19990101;;;;
XDHIH;Hirtshals Hafen;Hirtshals Hafen;Slst;;;0086;;20000328;;;N;N
XDHJ;Hjoerring;Hjoerring;Bf;;;0086;;19990101;;;;
XDHL;Hasselager;Hasselager;Hp;;;0086;;20080410;;;;
XDHM;Hjerm;Hjerm;Bf;;;0086;;20080410;;;;
XDHMD;Hesselmed;Hesselmed;Bf;;;0086;;20090130;;;J;N
XDHN;Horne;Horne;Bf;;;0086;;20040626;;;;
XDHO;Holstebro;Holstebro;Bf;;;0086;;20080411;;;;
XDHOE;Hoerdum;Hoerdum;Hp;;;0086;;20090130;;;J;N
XDHP;Hinnerup;Hinnerup;Bf;;;0086;;20080410;;;;
XDHR;Horsens;Horsens;Bf;;;0086;;19990101;;;;
XDHS;Hoejslev;Hoejslev;Bf;;;0086;;20080410;;;;
XDHT;Hoeje Taastrup;Hoeje Taastrup;Bf;;;0086;;19990101;;;;
XDHTT;Hoeje Taastrup Kombiterminal;Hoeje Taastrup T;Bf;;;0086;;19990101;;;;
XDHU;Hammerum;Hammerum;Bf;;;0086;;20080410;;;;
XDHUM;Humlum;Humlum;Hp;;;0086;;20090130;;;J;N
XDHV;Havneby                             (DK);Havneby       DK;Slst;;;0086;;20090601;;;N;N
XDHVD;Hviding;Hviding;Hp;;;0086;;20090130;;;J;N
XDHVF;Hvidovre Fjern;Hvidovre Fjern;Abzw;;;0086;;20140426;;;N;N
XDHY;Hurup Thy;Hurup Thy;Bf;;;0086;;20080410;;;;
XDHYL;Hyllerslev;Hyllerslev;Hp;;;0086;;20080703;;;;
XDHZ;Haslev;Haslev;Bf;;;0086;;20160416;;;;
XDIK;Ikast;Ikast;Bf;;;0086;;20080410;;;;
XDJE;Jegum;Jegum;Hp;;;0086;;20090130;;;J;N
XDJP;Janderup;Janderup;Bf;;;0086;;20080703;;;;
XDKA;Kalundborg;Kalundborg;Bf;;;0086;;19990101;;;;
XDKG;Koege;Koege;Bf;;;0086;;19990101;;;;
XDKH;Koebenhavn H;Koebenhavn H;Bf;;;0086;;19990101;;;;
XDKHD;Koebenhavn Helgoland;Koeb Helgoland;Bft;;;0086;;20090130;;;J;N
XDKHF;Koebenhavn Frihavn;Koebenhv Frihavn;Bf;;;0086;;19990101;;;;
XDKHH;Koebenhavn Havnegade;Koebenhv Havnega;Bf;;;0086;;19990101;;;;
XDKHI;Koebenhavn Ingerslevsgade;Koeb Ingerslevsg;Bush;;;0086;;20140730;;;N;N
XDKHL;Koebenhavns Lufthavn;Koebenhvns Lufth;Bf;;;0086;;20161211;;;J;N
XDKHO;Oerestad;Oerestad;Hp;;;0086;;20140801;;;J;N
XDKI;Kibaek;Kibaek;Bf;;;0086;;20080410;;;;
XDKJ;Kjersing;Kjersing;Abzw;;;0086;;20090130;;;J;N
XDKO;Kolding;Kolding;Bf;;;0086;;19990101;;;;
XDKS;Korsoer;Korsoer;Bf;;;0086;;19990101;;;;
XDKT;Taarnby;Taarnby;Hp;;;0086;;20140801;;;J;N
XDLA;Laven;Laven;Bf;;;0086;;20090130;;;J;N
XDLD;Lunde                               (DK);Lunde         DK;Bf;;;0086;;20090601;;;;
XDLF;Loeftgard;Loeftgard;Hp;;;0086;;20090130;;;J;N
XDLG;Langaa;Langaa;Bf;;;0086;;20080410;;;;
XDLI;Lindholm                            (DK);Lindholm      DK;Bf;;;0086;;20150128;;;J;N
XDLM;Lem;Lem;Bf;;;0086;;20080410;;;;
XDLN;Lyngs;Lyngs;Hp;;;0086;;20090130;;;J;N
XDLU;Lunderskov;Lunderskov;Bf;;;0086;;19990101;;;;
XDLUN;Lundby;Lundby;Bf;;;0086;;20130608;;;;
XDLV;Langeskov;Langeskov;Hp;;;0086;;20160729;;;;
XDMA;Marslev;Marslev;Bf;;;0086;;20101110;;;;
XDMF;Middelfart;Middelfart;Bf;;;0086;;19990210;;;;
XDMS;Malmö Skeppsbron;Malmö Skepsbron;Bf;;;0086;;19990101;;;;
XDMU;Mundelstrup;Mundelstrup;Bf;;;0086;;20080410;;;;
XDNA;Noerre Alslev;Noerre Alslev;Bf;;;0086;;20090423;;;N;N
XDNE;Ny Ellebjerg;Ny Ellebjerg;Bf;;;0086;;20140403;;;N;N
XDNK;Nykoebing F;Nykoebing F;Bf;;;0086;;19990101;;;;
XDNN;Noerre-Nebel;Noerre-Nebel;Bf;;;0086;;20080703;;;;
XDNP;Noerreport;Noerreport;Bf;;;0086;;20080628;;;;
XDNV;Naestved;Naestved;Bf;;;0086;;19990101;;;;
XDNY;Nyborg;Nyborg;Bf;;;0086;;19990101;;;;
XDOB;Oksboel;Oksboel;Bf;;;0086;;20080703;;;;
XDOD;Odense;Odense;Bf;;;0086;;19990101;;;;
XDOG;Oelgod;Oelgod;Bf;;;0086;;20080410;;;;
XDOH;Orehoved;Orehoved;Bf;;;0086;;20080628;;;;
XDON;Oddesund Nord;Oddesund Nord;Hp;;;0086;;20090130;;;J;N
XDOP;Oesterport;Oesterport;Bf;;;0086;;20080628;;;;
XDOU;Outrup;Outrup;Bf;;;0086;;20090130;;;J;N
XDPA;Padborg;Padborg;Bf;;;0086;;20081214;;;J;J
XDR;Roedby F;Roedby F;Bf;;;0086;;20141214;;;;
XDRA;Randers;Randers;Bf;;;0086;;19990101;;;;
XDRB;Ribe;Ribe;Bf;;;0086;;20080410;;;;
XDRBN;Ribe Noerremark;Ribe Noerremark;Hp;;;0086;;20090130;;;J;N
XDRD;Roedekro;Roedekro;Bf;;;0086;;19990101;;;;
XDRE;Rejsby;Rejsby;Hp;;;0086;;20090130;;;J;N
XDRG;Ringkoebing;Ringkoebing;Bf;;;0086;;20080410;;;;
XDRH;Rindsholm;Rindsholm;Bf;;;0086;;20090130;;;J;N
XDRI;Ringsted;Ringsted;Bf;;;0086;;20080701;;;;
XDRJ;Roenbjerg;Roenbjerg;Bf;;;0086;;20090130;;;J;N
XDRK;Roskilde;Roskilde;Bf;;;0086;;19990101;;;;
XDRKB;Roedkaersbro;Roedkaersbro;Bf;;;0086;;20080410;;;;
XDRN;Roenne;Roenne;Bf;;;0086;;19990101;;;;
XDRO;Roedby Faerge;Roedby Faerge;Slst;;;0086;;20141214;;;J;N
XDRV;Ravnstrup;Ravnstrup;Bf;;;0086;;20090130;;;J;N
XDRY;Ry;Ry;Bf;;;0086;;20080410;;;;
XDS;Struer;Struer;Bf;;;0086;;20080411;;;;
XDSA;Skalborg;Skalborg;Hp;;;0086;;20150127;;;;
XDSB;Skaerbaek;Skaerbaek;Bf;;;0086;;20080410;;;;
XDSE;Sejstrup;Sejstrup;Hp;;;0086;;20080410;;;;
XDSG;Skanderborg;Skanderborg;Bf;;;0086;;19990101;;;;
XDSGD;Soendergaad;Soendergaad;Abzw;;;0086;;20090130;;;J;N
XDSGE;Slagelse;Slagelse;Bf;;;0086;;20140724;;;;
