Abk;Name;Kurzname;Typ;Betr-Zust;Primary location code;UIC;RB;gültig von;gültig bis;Netz-Key;Fpl-rel;Fpl-Gr
EGLO;Gütersloh Hbf;Gütersloh Hbf;Bf;;DE14192;0080;3;20081214;;136069;J;J
EGLOK;Gütersloh Kaserne;Gütersloh Kasern;Bush;;;0080;;19990101;;;;
EGLS;Gütersloh-Spexard KLV-Terminal;Gütersl-Spexard;NE-Bf;;;0080;;20060325;;556001;N;N
EGLT;Gütersloh Ost;Gütersloh Ost;NE-Hp;a.B.;;0080;;20090124;;100322;N;N
EGMD;Gremmendorf;Gremmendorf;NE-Anst;;;0080;;20081214;;572420;J;N
EGNH;Alsdorf Grünebacherhütte;Grünebacherhütte;Hp;;DE10125;0080;3;20081214;;195909;J;N
EGNO;Grünebach Ort;Grünebach Ort;Hp;;DE14143;0080;3;20081214;;195891;J;N
EGNP;Alsdorf (Sieg);Alsdorf (Sieg);NE-Bf;;;0080;;20081214;;456210;J;N
EGRA;Oberhausen Grafenbusch;Grafenbusch  /Ob;Abzw;;DE17938;0080;3;20081214;;105163;J;N
EGRK;Borghorst Grottenkamp;Grottenkamp;Hp;;DE11492;0080;3;20081214;;643718;J;N
EGRN;Gronau (Westf);Gronau (Westf);Bf;;DE13990;0080;3;20081214;;211284;J;N
EGRO;Gelsenkirchen-Rotthausen;Ge-Rotthausen;Bft;;DE13628;0080;3;20081214;;101675;J;N
EGRS;Gronau (Westf) Stadt;Gronau(Westf)St;Awanst;a.B.;DE13991;0080;3;20030101;;211359;N;N
EGRV;Greven;Greven;Bf;;DE13958;0080;3;20081214;;210591;J;N
EGS;Gelsenkirchen-Schalke;Ge-Schalke;Bf;;DE13629;0080;3;20081214;;101311;J;N
EGSS;Gelsenkirchen-Schalke Süd;Ge-Schalke Süd;Anst;a.B.;DE13630;0080;3;20120303;;101451;N;N
EGST;Geist;Geist;Bf Abzw;;DE13609;0080;3;20140401;;211854;J;N
EGSV;Gelsenkirchen-Scholven;Ge-Scholven;NE-Anst;;;0080;;20170118;;623926;J;N
EGVA;Gevelsberg-Knapp;Gevelsberg-Knapp;Hp;;DE13734;0080;3;20081214;;085175;J;N
EGVB;Lennestadt-Grevenbrück;Grevenbrück;Bf;;DE16304;0080;3;20091213;;082651;J;N
EGVF;Gevelsberg-Haufe;Gevelsberg-Haufe;NE-Bf;;;0080;;20081214;;080333;J;N
EGVG;Gevelsberg-Vogelsang DB-Grenze;Gev-Vogels DB-Gr;Gp;;DE13735;0080;3;20081214;;852913;J;J
EGVH;Gevelsberg Hbf;Gevelsberg Hbf;Hp;;DE13731;0080;3;20081214;;080432;J;N
EGVHB;Gevelsberg Busbf;Gevelsberg Busbf;Bush;;;0080;;19990101;;;;
EGVV;Gevelsberg-Vogelsang;Gev-Vogelsang;NE-Bf;;;0080;;20081214;;080317;J;N
EGW;Gelsenkirchen-Wattenscheid;Ge-Wattenscheid;Bft;;DE13631;0080;3;20060201;;101634;N;N
EGZO;Gelsenkirchen Zoo;Gelsenk Zoo;Bft;;DE13621;0080;3;20081214;;100404;J;N
EHAD;Haldern (Rheinl);Haldern (Rheinl);Hp;;DE14313;0080;3;20081214;;102848;J;N
EHAE;Eversberg Häger;Häger;Anst;;DE13122;0080;3;20081214;;338236;J;N
EHAG;Hattingen (Ruhr) DB-Grenze;Hattingn R DB-Gr;Gp;;DE14626;0080;3;20130905;;107907;J;N
EHAL;Halle (Westf);Halle (Westf);Bf;;DE14338;0080;3;20081214;;214874;J;N
EHAN;Dortmund Hansa;Hansa    /Dortmd;Abzw;a.B.;DE12347;0080;3;20170829;;105189;N;N
EHAT;Hattingen (Ruhr);Hattingen (Ruhr);Bf;;DE14625;0080;3;20081214;;102012;J;N
EHATE;Hattingen (Ruhr) EBD;Hattingen(R) EBD;Museum;;;0080;;19990101;;;N;N
EHBD;Herbede;Herbede;NE-Bf;;DE14779;0080;;20170401;;101980;J;N
EHBK;Havixbeck;Havixbeck;Bf;;DE14649;0080;3;20081214;;214155;J;N
EHBM;Horn-Bad Meinberg;Horn-Bad Meinbg;Bf;;DE15101;0080;3;20081214;;134585;J;N
EHBO;Herne-Börnig;Herne-Börnig;Hp;;DE14820;0080;3;20081214;;100677;J;N
EHCH;Hachen;Hachen;NE-Bf;;;0080;;20090401;;510040;J;N
EHCK;Herdecke;Herdecke;Bf;;DE14793;0080;3;20081214;;080390;J;N
EHDB;Sennestadt-Heideblümchen;Heideblümchen;Hp;Planung;DE19707;0080;3;20030101;;616128;N;N
EHDF;Helgersdorf;Helgersdorf;NE-Bf;;;0080;;20090401;;570085;J;N
EHDT;Hervest-Dorsten;Hervest-Dorsten;Hp;;DE14846;0080;3;20081214;;211326;J;N
EHE;Heessen;Heessen;Bf;;DE14665;0080;3;20081214;;100016;J;N
EHE A;Heessen Abzw;Heessen Abzw;Bft;;DE14666;0080;3;20030101;;911541;N;N
EHE P;Heessen Hp;Heessen Hp;Hp;;DE14667;0080;3;20091213;;911542;J;N
EHE X;Heessen Werkstatt Keolis;Heessen Werk Keo;NE-Werk;;;0080;;20141101;;109362;N;N
EHEG;Heggen;Heggen;Hp;;DE14668;0080;3;20081214;;082719;J;N
EHEM;Hemer;Hemer;Bf;;DE14750;0080;3;20081214;;082339;J;N
EHEO;Herne-Rottbruch;Herne-Rottbruch;Bf;;DE14821;0080;3;20081214;;101246;J;N
EHEOV;Herne-Rottbruch Vockenhof;Her-Rottbr Vockh;Awanst;;DE14823;0080;3;20140401;;909830;J;N
EHEP;Helpup;Helpup;Hp;;DE14749;0080;3;20081214;;134882;J;N
EHER;Herne;Herne;Bf;;DE14816;0080;3;20091201;;100388;J;N
EHERM;Herne Mt;Herne Mt;Bft;a.B.;DE14819;0080;3;20160426;;910160;N;N
EHERT;Herne Hot;Herne Hot;Bft;;DE14818;0080;3;20081214;;910161;J;N
EHEZ;Herzebrock;Herzebrock;Hp;;DE14856;0080;3;20090118;;214692;J;N
EHF;Herdorf;Herdorf;Bf;;DE14794;0080;3;20091201;;196360;J;N
EHFD;Herford;Herford;Bf;;DE14797;0080;3;20081214;;135939;J;N
EHFDE;Herford Engl Bushst;Herford Engl Bus;Bush;;;0080;;19990101;;;;
EHFF;Herdorf Freien Gr E;Herdorf Freien;NE-Bf;;;0080;;20090401;;447011;J;N
EHFS;Ibbenbüren Hafen Saerbeck;Hafen Saerbeck;NE-Bf;;;0080;;20081214;;556456;J;N
EHG;Hagen Hbf;Hagen Hbf;Bf;;DE14243;0080;3;20081214;;080739;J;N
EHG B;Hagen Hbf BFS;Hagen Hbf BFS;Museum;;;0080;;20000415;;;N;N
EHG U;Hagen Hbf Bussteig;Hagen Hbf Busst;Bush;;;0080;;19990101;;;;
EHGD;Hagen-Delstern;Hagen-Delstern;Üst;;DE14253;0080;3;20130101;;083683;J;N
EHGE;Hagen-Eckesey;Hagen-Eckesey;Bf;;DE14254;0080;3;20140401;;080267;J;N
EHGEN;Hagen-Eckesey - Stw-Bez Hn;Ha-Eckesey - Hn;Bft;;DE14255;0080;3;20030101;;910960;N;N
EHGER;Hagen-Eckesey - Stw-Bez Hr;Ha-Eckesey - Hr;Bft;;DE14256;0080;3;20030101;;910961;N;N
EHGG;Hagen Gbf;Hagen Gbf;Bf;;DE14238;0080;3;20130101;;080721;J;N
EHGGB;Hagen Gbf Bez West;Hagen Gbf Bz We;Bft;;DE14241;0080;3;20081214;;908746;J;N
EHGGF;Hagen Gbf (Hgf);Hagen Gbf (Hgf);Bft;;DE14239;0080;3;20030101;;908747;N;N
EHGGO;Hagen Gbf Bez Ost;Hagen Gbf Bz Ost;Bft;;DE14240;0080;3;20081214;;908739;J;N
EHGGW;Hagen Gbf Hgw;Hagen Gbf Hgw;Bft;;DE14242;0080;3;20081214;;908741;J;N
EHGH;Hagen-Halden;Hagen-Halden;Bf;;DE14257;0080;3;20081214;;082933;J;N
EHGI;Hagen-Heubing;Hagen-Heubing;Bf;;DE14260;0080;3;20081214;;080416;J;N
EHGK;Hagen-Kabel;Hagen-Kabel;Bf;;DE14261;0080;3;20081214;;082941;J;N
EHGN;Herne-Rottbruch Hgn;Her-Rottbr Hgn;Abzw;;DE14822;0080;3;20081214;;105205;J;N
EHGO;Hagen-Oberhagen;Hagen-Oberhagen;Hp;;DE14264;0080;3;20101212;;083675;J;N
EHGP;Hagen-Haspe;Hagen-Haspe;Bf;;DE14258;0080;3;20081214;;080762;J;N
EHGQ;Hagen Bedienstandort;Hagen BSO;BSO;Planung;;0080;3;20180301;;110505;N;N
EHGS;Hagen-Hengstey;Hagen-Hengstey;Abzw;;DE14259;0080;3;20081214;;080234;J;N
EHGU;Hagen-Kückelhausen;Kückelhausen;Awanst;;DE14263;0080;3;20030101;;080283;N;N
EHGV;Hagen-Vorhalle;Hagen-Vorhalle;Bf;;DE14267;0080;3;20081214;;080655;J;N
EHGVE;Hagen-Vorhalle Einfahrgruppe;Ha-Vorhalle Einf;Bft;;DE14269;0080;3;20081214;;908743;J;N
EHGVF;Hagen-Vorhalle Vof;Ha-Vorhalle Vof;Bft;;DE14270;0080;3;20081214;;908749;J;N
EHGVO;Hagen-Vorhalle Yo;Ha-Vorhalle Yo;Bft;;DE14272;0080;3;20081214;;908751;J;N
EHGVS;Hagen-Vorhalle Abzw Schönfeld;Schönfeld Abzw;Bft Abzw;;DE14268;0080;3;20140401;;912328;J;N
EHGVW;Hagen-Vorhalle Vwf;Ha-Vorhalle Vwf;Bft;;DE14271;0080;3;20081214;;908753;J;N
EHGW;Hagen-Wehringhausen;Ha-Wehringhsn;Bft;;DE14273;0080;3;20131114;;080689;J;N
EHGX;Hagen UZ 2;Hagen UZ 2;BZ;;;0080;3;20080101;;106070;N;N
EHIB;Hilchenbach;Hilchenbach;Bf;;DE14885;0080;3;20081214;;083345;J;N
EHID;Schwerte Heide;Heide;Abzw;;DE19615;0080;3;20081214;;105494;J;N
EHIG;Hillegossen;Hillegossen;Bf;;DE14896;0080;3;20081214;;134916;J;N
EHIL;Hilchenbach Hillnhütten;Hillnhütten;Hp;;DE14886;0080;3;20081214;;086124;J;N
EHIS;Duisburg Hiberniastraße;Hiberniastraße;Abzw;a.B.;DE12584;0080;3;20030101;;105213;N;N
EHIT;Münster-Hiltrup;Münster-Hiltrup;Bf;;DE17347;0080;3;20081214;;210575;J;N
EHK;Hamminkeln;Hamminkeln;Bf;;DE14531;0080;3;20081214;;102780;J;N
EHKM;Duisburg Hütte Krupp/Mannesmann;Du Hütte K/M;Anst;;DE12585;0080;3;20081214;;101535;J;N
EHL;Halver;Halver;NE-Bf;;;0080;;20081214;;084327;J;N
EHLG;Halver DB-Grenze;Halver DB-Gr;Gp;;DE14375;0080;3;20100603;;107377;N;N
EHLN;Hesseln;Hesseln;Hp;;DE14865;0080;3;20081214;;214866;J;N
EHLT;Haltern am See;Haltern am See;Bf;;DE14373;0080;3;20081214;;210021;J;N
EHM;Hamm (Westf) Pbf;Hamm (Westf) Pbf;Bf;;DE14508;0080;3;20081214;;100024;J;N
EHM H;Hamm (Westf) Bussteig H;Hamm(Westf)Bus;Bush;;;0080;;19990101;;;;
EHMD;Hemmerde;Hemmerde;Hp;;DE14755;0080;3;20081214;;103796;J;N
EHMQ;Hamm Bedienstandort;Hamm BSO;BSO;Planung;;0080;3;20180301;;110512;N;N
EHMR;Hamm (Westf) RLG;Hamm(Westf)RLG;NE-Bf;;;0080;;20081214;;539320;J;N
EHMS;Hamm (Westf) Süd RLG;Hamm (W) Süd RLG;NE-Hp;;;0080;;20081214;;539080;J;N
EHMW;Hamm-Westtünnen;Hamm-Westtünnen;Hp;Studie;;0080;3;20180124;20241231;110396;N;N
EHMX;Hamm (Westf) ESTW-Z;Hamm ESTW-Z;BZ;Planung;;0080;3;20170427;;110134;N;N
EHNE;Hennen;Hennen;Hp;;DE14767;0080;3;20081214;;080184;J;N
EHOC;Oberhausen Hochstraße;Hochstraße;Üst;;DE17942;0080;3;20081214;;105239;J;N
EHOD;Hövelhof Industriegleis;Hövelhof Industg;NE-Anst;;;0080;;20081214;;556357;J;N
EHOE;Höcklingsen;Höcklingsen;Hp;;DE14966;0080;3;20101212;;086132;J;N
EHOG;Hohenlimburg;Hohenlimburg;Bf;;DE15015;0080;3;20130101;;082925;J;N
EHOH;Hohenhagen;Hohenhagen;Hp;;DE15009;0080;3;20081214;;083394;J;N
EHOK;Menden Horlecke;Horlecke;Bf;;DE16970;0080;3;20121209;;082214;J;N
EHOM;Hörstmar (Lippe);Hörstmar (Lippe);Hp;;DE15118;0080;3;20081214;;134858;J;N
EHOP;Hoppecke;Hoppecke;Hp;;DE15079;0080;3;20081214;;085126;J;N
EHOR;Horstmar;Horstmar;Abzw;;DE15117;0080;3;20081214;;105254;J;N
EHOS;Hösel;Hösel;Bf;;DE15120;0080;3;20081214;;102350;J;N
EHOV;Hövelhof;Hövelhof;Bf;;DE15128;0080;3;20081214;;214965;J;J
EHOW;Hövelhof                             TWE;Hövelhof     TWE;NE-Bf;;;0080;;20081214;;556340;J;N
EHOY;Hohensyburg;Hohensyburg;Abzw;;DE15029;0080;3;20081214;;105536;J;N
EHOZ;Holzhausen (Kr Siegen);Holzhausen/Sieg;Hp;;DE15060;0080;3;20081214;;115956;J;N
EHRB;Hamm (Westf) Rbf;Hamm Rbf;Bf;;DE14509;0080;3;20081214;;100057;J;J
EHRBA;Hamm (Westf) Rbf Hma;Hamm Rbf Hma;Bft;;DE14513;0080;3;20081214;;335844;J;N
EHRBD;Hamm (Westf) Rbf Hda;Hamm Rbf Hda;Bft;;DE14511;0080;3;20081214;;096271;J;N
EHRBE;Hamm (Westf) Rbf Hme;Hamm Rbf Hme;Bft;;DE14514;0080;3;20081214;;096289;J;N
EHRBM;Hamm (Westf) Rbf Berg Hso;Hamm Rbf Hso;Bft;;DE14510;0080;3;20131215;;911552;J;N
EHRBN;Hamm (Westf) Rbf Hvn;Hamm Rbf Hvn;Bft;;DE14518;0080;3;20081214;;096453;J;N
EHRBO;Hamm (Westf) Rbf Hro;Hamm Rbf Hro;Bft;;DE14516;0080;3;20081214;;096479;J;N
EHRBR;Hamm (Westf) Rbf Rt II;Hamm Rbf Rt II;Bft;;DE14520;0080;3;20081214;;909905;J;N
EHRBS;Hamm (Westf) Rbf Hso;Hamm Rbf Hso;Bft;;DE14517;0080;3;20081214;;909933;J;N
EHRBT;Hamm (Westf) Rbf Personalwechselstelle;Hamm Rbf Persw;Bft;;DE14519;0080;3;20081214;;096511;J;N
EHRBW;Hamm (Westf) Rbf Hde;Hamm Rbf Hde;Bft;;DE14512;0080;3;20081214;;096529;J;N
EHRBZ;Hamm (Westf) Rbf Hps;Hamm Rbf Hps;Bft;;DE14515;0080;3;20081214;;096586;J;N
EHRH;Henrichshütte Hp;Henrichshütte Hp;Museum;;;0080;;20000415;;;N;N
EHRI;Herringen;Herringen;Abzw;;DE14833;0080;3;20081214;;105197;J;N
EHRM;Herten-Mitte;Herten-Mitte;Hp;Studie;;0080;3;20180124;20241231;110398;N;N
EHRT;Herten (Westf);Herten (Westf);Awanst;a.B.;DE14845;0080;3;20060201;;100164;N;N
EHRW;Herten-Westerholt;Herten-Westerh;Hp;Studie;;0080;3;20180124;20241231;110397;N;N
EHSN;Haus Scheppen;Haus Scheppen;Museum;;;0080;;20000415;;;N;N
EHST;Höste;Höste;NE-Hp;;;0080;;20081214;;556100;J;N
EHTD;Hüsten Ost;Hüsten Ost;NE-Bf;;;0080;;20081214;;539056;J;N
EHTG;Siegen-Geisweid;Siegen-Geisweid;Bf;;DE19732;0080;3;20101212;;082552;J;N
EHTM;Hattingen (Ruhr) Mitte;Hattingen Mitte;Bft;;DE14627;0080;3;20091213;;102046;J;N
EHTN;Balve Hertin;Hertin;Awanst;;DE10611;0080;3;20081214;;339549;J;N
EHUO;Gelsenkirchen Hugo;Hugo;Bf;a.B.;DE13616;0080;3;20151213;;100453;N;N
EHUOS;Gelsenkirchen Hugo Abzw;Hugo Abzw;Bft Abzw;;DE13617;0080;3;20140401;;105270;J;N
EHVR;Hövelriege;Hövelriege;Hp;;DE15129;0080;3;20081214;;214957;J;N
EHW;Rosendahl-Holtwick;Rosend-Holtwick;Hp;;DE18997;0080;3;20081214;;211219;J;N
EHWB;Hagen-Westerbauer;Ha-Westerbauer;Hp;;DE14277;0080;3;20081214;;080341;J;N
EHWK;Harsewinkel;Harsewinkel;NE-Bf;;;0080;;20081214;;556183;J;N
EHWP;Holzwipper;Holzwipper;Museum;;;0080;;20050701;;;N;N
EHWS;Halle G.-W.-Stadion;Halle G-W-Stad;Hp;;DE14340;0080;3;20081214;;376947;J;N
EHWW;Harsewinkel West;Harsewinkel West;NE-Awanst;;;0080;;20081214;;556209;J;N
EHZW;Holzwickede;Holzwickede;Bf;;DE15067;0080;3;20081214;;103846;J;N
EIAA;Ibbenbüren-Aasee;Ibbenbüren-Aasee;Museum;;;0080;;20000415;;;N;N
EIAG;Ibbenbüren DB-Grenze;Ibbenbüren DB-Gr;Gp;;DE15172;0080;2;20091213;;106892;J;N
EIAV;Isselhorst-Avenwedde;Isselh-Avenwedde;Hp;;DE15248;0080;3;20081214;;136051;J;N
EIAW;Isselhorst-Avenwedde Anst;Isselh-Avenwedde;Awanst Bk;;DE15249;0080;3;20081214;;136572;J;N
EIBO;Ibbenbüren Ost;Ibbenbüren Ost;NE-Bf;;;0080;;20081214;;556019;J;N
EIGW;Irmgarteichen-Werthenbach;Irmgarteichen-W;NE-Bf;;;0080;;20090401;;570093;J;N
EIL;Iserlohn;Iserlohn;Hp;;DE15242;0080;3;20081214;;082388;J;N
EIL B;Iserlohn BFS;Iserlohn BFS;Museum;;;0080;;20000415;;;N;N
EIL U;Iserlohn Busbf;Iserlohn Busbf;Bush;;;0080;;19990101;;;;
EILH;Iserlohnerheide;Iserlohnerheide;Hp;;DE15243;0080;3;20081214;;080200;J;N
EIPU;Unna Industriepark;Industriepk Unna;Awanst;;DE20480;0080;3;20081214;;341446;J;N
EKAI;Duisburg Kaiserberg;Kaiserberg   /Du;Abzw;;DE12586;0080;3;20081214;;105288;J;N
EKAL;Kalthof (Kr Iserlohn);Kalthof/Iserlohn;Bf;;DE15352;0080;3;20130101;;080192;J;N
EKAM;Kamen;Kamen;Bf;;DE15353;0080;3;20081214;;100271;J;N
EKAN;Münster (Westf) Kanal;Kanal/Münster;Bf;;DE17338;0080;3;20081214;;211904;J;N
EKAU;Wissen (Sieg) Kautex;Kautex;Awanst;a.B.;DE21218;0080;3;20151213;;338244;N;N
EKAX;Kalthof ESTW;Kalthof ESTW;BZ;;;0080;3;20161211;;109920;N;N
EKG;Kettwig;Kettwig;Bf;;DE15488;0080;3;20081214;;102343;J;N
EKGS;Kettwig Stausee;Kettwig Stausee;Hp;;DE15489;0080;3;20081214;;102954;J;N
EKHU;Kirchhundem;Kirchhundem;Hp;;DE15539;0080;3;20081214;;082610;J;N
EKIE;Kierspe;Kierspe;Bf;;DE21698;0080;3;20171210;;100836;J;N
EKIR;Kirchen;Kirchen;Bf;;DE15522;0080;3;20081214;;196378;J;N
EKJ;Kirchen Jung;Jung;Anst;a.B.;DE15523;0080;3;20030101;;909854;N;N
EKKN;Hagen-Kabel Klöckner;Klöckner;Awanst;a.B.;DE14262;0080;3;20140612;;342014;N;N
EKKR;Bottrop Klöckner Rohstoffhandlung;Klöckn Rohstoffh;Awanst;;DE11524;0080;3;20081214;;338772;J;N
EKLU;Hemer Klusenstein;Klusenstein;Hp;;DE14752;0080;3;20081214;;082248;J;N
EKM;Menden KM Europa Metall;KM Europa Metall;Anst;;DE16971;0080;3;20081214;;338780;J;N
EKMB;Kaan-Marienborn;Kaan-Marienborn;NE-Bf;;;0080;;20090401;;437012;J;N
EKME;Kamen-Methler;Kamen-Methler;Hp;;DE15354;0080;3;20081214;;103341;J;N
EKNT;Küntrop;Küntrop;Hp;;DE15946;0080;3;20081214;;082297;J;N
EKNZ;Kaunitz;Kaunitz;NE-Bf;;;0080;;20081214;;556316;J;N
EKOL;Oberhausen Kolkmannshof;Kolkmannshof;Abzw;;DE17944;0080;3;20081214;;105304;J;N
EKRD;Kredenbach;Kredenbach;Hp;;DE15866;0080;3;20081214;;086165;J;N
EKRG;Attendorn Kraghammer;Kraghammer;Hp;;DE10322;0080;3;20081214;;083410;J;N
EKRN;Dortmund-Körne                    (Abzw);Körne;Abzw;;DE12389;0080;3;20081214;;105296;J;N
EKRO;Krombach (Kr Siegen);Krombach/Siegen;Anst;a.B.;DE15909;0080;3;20030101;;082586;N;N
EKRU;Krummenerl;Krummenerl;Bf;;DE15932;0080;3;20081214;;083873;J;N
EKSO;Herdorf Königsstollen;Königsstollen;Hp;;DE14795;0080;3;20081214;;195842;J;N
EKSP;Sandebeck Kronospan;Kronospan;Awanst;;DE19241;0080;3;20081214;;339572;J;N
EKT;Kreuztal;Kreuztal;Bf;;DE15896;0080;3;20081214;;082560;J;N
EKT G;Kreuztal Gbf;Kreuztal Gbf;Bft;;DE15897;0080;3;20081214;;908755;J;N
EKTK;Kreuztal KSW;Kreuztal KSW;NE-Bft;;;0080;;20070801;;106125;N;N
EKUE;Künsebeck;Künsebeck;Hp;;DE15945;0080;3;20081214;;214882;J;N
EKUH;Bochum Keespe und Hellbrügge      (Anst);Keespe u Hellbr;Anst;a.B.;DE11380;0080;3;20160426;;342030;N;N
EKV;Kattenvenne;Kattenvenne;Bf;;DE15446;0080;3;20081214;;210203;J;N
ELAG;Lage (Lippe);Lage (Lippe);Bf;;DE15988;0080;3;20081214;;134635;J;N
ELAQ;Lage (Lippe) Bedienstandort;Lage (Lippe) BSO;BSO;Planung;;0080;3;20180301;;110517;N;N
ELBG;Velbert-Langenberg;Velb-Langenberg;Bf;;DE16045;0080;3;20150901;;081612;J;N
ELBK;Lembeck;Lembeck;Hp Bk;;DE16286;0080;3;20101212;20181208;211375;J;N
ELBK;Lembeck;Lembeck;Hp;;DE16286;0080;3;20181209;;211375;J;N
ELBN;Liesborn;Liesborn;NE-Bf;;;0080;;20081214;;572636;J;N
ELDD;Dortmund-Lütgendortmund;Lütgendortmund;Abzw;;DE12396;0080;3;20081214;;909951;J;N
ELDH;Lüdinghausen;Lüdinghausen;Bf;;DE16595;0080;3;20081214;;211136;J;N
ELE;Iserlohn-Letmathe;Iserloh-Letmathe;Bf;;DE16311;0080;3;20181209;;082909;J;N
ELE;Letmathe;Letmathe;Bf;;DE16311;0080;3;20081214;20181208;082909;J;N
ELE B;Letmathe BFS;Letmathe BFS;Museum;;;0080;;19990101;;;N;N
ELEC;Münster Lechtenberg;Lechtenberg;Abzw;;DE17342;0080;3;20081214;;217208;J;N
ELED;Letmathe Dechenhöhle;Letm Dechenhöhle;Hp;;DE16312;0080;3;20081214;;082396;J;N
ELEI;Leimstruth;Leimstruth;Hp;;DE16193;0080;5;20081214;;083212;J;N
ELEN;Lengerich (Westf);Lengerich/Westf;Bf;;DE16300;0080;3;20081214;;210229;J;N
ELENT;Lengerich (Westf) TWE;Lengerich TWE;Museum;;;0080;;20090401;;;N;N
ELEO;Leopoldstal;Leopoldstal;Bf;;DE16309;0080;3;20081214;;134577;J;N
ELET;Lette (Kr Coesfeld);Lette/Coesfeld;Hp;;DE16314;0080;3;20081214;;211177;J;N
ELGD;Legden;Legden;Hp;;DE16171;0080;3;20101212;;211227;J;N
ELGG;Lemgo DB-Grenze;Lemgo DB-Gr;Gp;;DE16291;0080;3;20081214;;873265;J;J
ELGH;Lengerich-Hohne;Lengerich-Hohne;NE-Bf;;;0080;;20081214;;556795;J;N
ELGL;Lemgo-Lüttfeld;Lemgo-Lüttfeld;NE-Hp;;;0080;;20081214;;890855;J;N
ELGO;Lemgo;Lemgo;NE-Bf;;DE16290;0080;;20170401;;134841;J;N
ELGOL;Lemgo LEL;Lemgo LEL;Museum;;;0080;;19990101;;;N;N
ELGP;Lengerich-Hohne Pbf;Lengerich-H Pbf;NE-Bf;;;0080;;20081214;;556092;J;N
ELGS;Lengerich (Westf) Stadt;Lengerich Stadt;NE-Bf;;;0080;;20081214;;556076;J;N
ELGW;Langenberg (Westf);Langenberg/Westf;Bf;a.B.;DE16046;0080;3;20030101;;214726;N;N
ELIS;Listerscheid;Listerscheid;Hp;;DE16425;0080;3;20081214;;083428;J;N
ELIT;Lintorf (Niederrhein);Lintorf(NRhein);Bf;;DE16414;0080;3;20091213;;081299;J;N
ELOT;Duisburg Lotharstraße;Lotharstraße;Abzw;;DE12587;0080;3;20081214;;105338;J;N
ELPB;Lippstadt Lippebrücke;Lippebrücke;Awanst;;DE16421;0080;3;20030101;;342055;N;N
ELPE;Marl Lippe;Lippe;Abzw;;DE16833;0080;3;20081214;;211995;J;N
ELPG;Lippborg-Heintrop;Lippborg-Heintr;NE-Bf;;;0080;;20081214;;539007;J;N
ELPN;Lippstadt Nord;Lippstadt Nord;NE-Bf;;;0080;;20081214;;572651;J;N
ELPP;Lippstadt;Lippstadt;Bf;;DE16419;0080;3;20081214;;103671;J;J
ELPPG;Lippstadt Gbf;Lippstadt Gbf;Bft;;DE16420;0080;3;20081214;;908756;J;N
ELPPS;Lippstadt Südstraße;Lippstadt Südstr;Bush;;;0080;;19990101;;;;
ELPW;Lippstadt                          (WLE);Lippstadt    WLE;NE-Bf;;;0080;;20081214;;572669;J;N
ELRF;Freudenberg Landruf;Landruf;Anst;a.B.;DE13424;0080;3;20030101;;909855;N;N
ELRN;Lünern;Lünern;Hp;;DE16606;0080;3;20081214;;103804;J;N
ELS;Lüdenscheid;Lüdenscheid;Hp;;DE16591;0080;3;20081214;;083782;J;N
ELS B;Lüdenscheid BFS;Lüdenscheid BFS;Museum;;;0080;;20000415;;;N;N
ELS U;Lüdenscheid Am Busbf;Lüdenscheid Bus;Bush;;;0080;;19990101;;;;
ELS Z;Lüdenscheid Zentrum;Lüdenschd Zentr;Bush;;;0080;;19990101;;;;
ELSD;Langschede;Langschede;Bf;;DE16088;0080;3;20081214;;082073;J;N
ELSN;Lendringsen;Lendringsen;Hp;;DE16293;0080;3;20101212;;082230;J;N
ELSP;Bad Laasphe;Bad Laasphe;Bf;;DE10476;0080;5;20130612;;083162;J;N
ELTF;Kreuztal-Littfeld;Kreuzt-Littfeld;Hp;;DE15898;0080;3;20101212;;082594;J;N
ELUA;Lünen-Alstedde;Lünen-Alstedde;Hp;Studie;;0080;3;20180124;20241231;110393;N;N
ELUE;Lünen Hbf;Lünen Hbf;Bf;;DE16603;0080;3;20081214;;100982;J;N
ELUS;Lünen Süd;Lünen Süd;Bf;;DE16605;0080;3;20081214;;100040;J;N
ELUT;Lutum;Lutum;Bf;;DE16636;0080;3;20101212;;211409;J;N
ELUZ;Lützel;Lützel;Bf;;DE16613;0080;3;20081214;;083329;J;N
EMAF;Oberhausen Mathilde;Mathilde;Abzw;;DE17945;0080;3;20081214;;105353;J;N
EMAL;Hamm Maximilianpark;Maximilianpark;NE-Bf;;;0080;;20081214;;539544;J;N
EMAM;Marl Mitte;Marl Mitte;Hp;;DE16834;0080;3;20081214;;101220;J;N
EMAN;Massen;Massen;Hp;;DE16862;0080;3;20081214;;100750;J;N
EMAQ;Oberhausen Mathilde Bedienstandort;Mathilde BSO;BSO;Planung;;0080;3;20180301;;110499;N;N
EMAR;Marsberg;Marsberg;Bf;;DE16843;0080;3;20081214;;085084;J;N
EMB G;Medebach Gran Dorado;Medebach G.D.;Bush;;;0080;;19990101;;;;
EMCH;Müschede;Müschede;NE-Bf;;;0080;;20090401;;510032;J;N
EMDG;Menden DB-Grenze;Menden DB-Gr;Gp;;DE16969;0080;3;20101212;;107095;J;N
EMDW;Marl-Drewer;Marl-Drewer;Hp;a.B.;DE16835;0080;3;20030101;;103994;N;N
EMED;Menden (Sauerland);Menden;Bf;;DE16966;0080;3;20130101;;082222;J;N
